"";"jahr";"versorgungsregion";"Versorgungsregion";"versorgungsregion_code";"total.y";"kapa2";"kapa5";"kapa8";"diff1";"diff5";"diff10"
"196";2050;"Rheintal";"VR APG Rheintal";2;1174,3311977425;1078,75225323718;2359,54439571988;5048,45484832598;-95,578944505321;1185,21319797738;3874,12365058348
"197";2023;"Waldenburgertal";"VR Waldenburgertal plus";7;146,355903224625;207;207;207;60,644096775375;60,644096775375;60,644096775375
"198";2024;"Waldenburgertal";"VR Waldenburgertal plus";7;153,386999976594;211,14;217,35;223,56;57,7530000234063;63,9630000234063;70,1730000234062
"199";2025;"Waldenburgertal";"VR Waldenburgertal plus";7;159,467717967875;215,3628;228,2175;241,4448;55,895082032125;68,749782032125;81,977082032125
"200";2026;"Waldenburgertal";"VR Waldenburgertal plus";7;166,851472485625;219,670056;239,628375;260,760384;52,818583514375;72,776902514375;93,908911514375
"201";2027;"Waldenburgertal";"VR Waldenburgertal plus";7;173,776446201031;224,06345712;251,60979375;281,62121472;50,2870109189687;77,8333475489688;107,844768518969
"202";2028;"Waldenburgertal";"VR Waldenburgertal plus";7;181,172802056562;228,5447262624;264,1902834375;304,1509118976;47,3719242058375;83,0174813809376;122,978109841038
"203";2029;"Waldenburgertal";"VR Waldenburgertal plus";7;189,618791694625;233,115620787648;277,399797609375;328,482984849408;43,496829093023;87,7810059147501;138,864193154783
"204";2030;"Waldenburgertal";"VR Waldenburgertal plus";7;197,029922969156;237,777933203401;291,269787489844;354,761623637361;40,7480102342447;94,2398645206876;157,731700668205
"205";2031;"Waldenburgertal";"VR Waldenburgertal plus";7;205,708095422188;242,533491867469;305,833276864336;383,14255352835;36,8253964452815;100,125181442149;177,434458106162
"206";2032;"Waldenburgertal";"VR Waldenburgertal plus";7;213,676658406969;247,384161704818;321,124940707553;413,793957810618;33,7075032978496;107,448282300584;200,117299403649
"207";2033;"Waldenburgertal";"VR Waldenburgertal plus";7;222,474185938969;252,331844938915;337,18118774293;446,897474435467;29,857658999946;114,707001803962;224,423288496498
"208";2034;"Waldenburgertal";"VR Waldenburgertal plus";7;232,543984085969;257,378481837693;354,040247130077;482,649272390305;24,8344977517243;121,496263044108;250,105288304336
"209";2035;"Waldenburgertal";"VR Waldenburgertal plus";7;241,597273790875;262,526051474447;371,742259486581;521,261214181529;20,9287776835719;130,144985695706;279,663940390654
"210";2036;"Waldenburgertal";"VR Waldenburgertal plus";7;251,322497067937;267,776572503936;390,32937246091;562,962111316051;16,4540754359984;139,006875392973;311,639614248114
"211";2037;"Waldenburgertal";"VR Waldenburgertal plus";7;261,270675808312;273,132103954015;409,845841083956;607,999080221335;11,8614281457021;148,575165275643;346,728404413023
"212";2038;"Waldenburgertal";"VR Waldenburgertal plus";7;270,917319122531;278,594746033095;430,338133138153;656,639006639042;7,67742691056367;159,420814015622;385,721687516511
"213";2039;"Waldenburgertal";"VR Waldenburgertal plus";7;280,782576819656;284,166640953757;451,855039795061;709,170127170166;3,38406413410053;171,072462975405;428,38755035051
"214";2040;"Waldenburgertal";"VR Waldenburgertal plus";7;290,252846467719;289,849973772832;474,447791784814;765,903737343779;-0,40287269488681;184,194945317095;475,65089087606
"215";2041;"Waldenburgertal";"VR Waldenburgertal plus";7;299,295420537188;295,646973248289;498,170181374055;827,176036331281;-3,64844728889892;198,874760836867;527,880615794094
"216";2042;"Waldenburgertal";"VR Waldenburgertal plus";7;309,539391665125;301,559912713254;523,078690442758;893,350119237784;-7,97947895187065;213,539298777633;583,810727572659
"217";2043;"Waldenburgertal";"VR Waldenburgertal plus";7;318,370270501875;307,591110967519;549,232624964895;964,818128776807;-10,7791595343555;230,86235446302;646,447858274932
"218";2044;"Waldenburgertal";"VR Waldenburgertal plus";7;327,208503539781;313,74293318687;576,69425621314;1042,00357907895;-13,4655703529114;249,485752673359;714,79507553917
"219";2045;"Waldenburgertal";"VR Waldenburgertal plus";7;335,5434751105;320,017791850607;605,528969023797;1125,36386540527;-15,5256832598928;269,985493913297;789,820390294768
"220";2046;"Waldenburgertal";"VR Waldenburgertal plus";7;343,315173091219;326,418147687619;635,805417474987;1215,39297463769;-16,8970254035993;292,490244383768;872,07780154647
"221";2047;"Waldenburgertal";"VR Waldenburgertal plus";7;352,783813875187;332,946510641372;667,595688348737;1312,6244126087;-19,8373032338157;314,811874473549;959,840598733517
"222";2048;"Waldenburgertal";"VR Waldenburgertal plus";7;360,6037445065;339,605440854199;700,975472766173;1417,6343656174;-20,9983036523008;340,371728259673;1057,0306211109
"223";2049;"Waldenburgertal";"VR Waldenburgertal plus";7;369,90293303625;346,397549671283;736,024246404482;1531,04511486679;-23,5053833649667;366,121313368232;1161,14218183054
"224";2050;"Waldenburgertal";"VR Waldenburgertal plus";7;377,453867127062;353,325500664709;772,825458724706;1653,52872405614;-24,1283664623536;395,371591597644;1276,07485692907
